config,run,case,approach,latency,parse_ok,matches,coverage,error
hardened-Haiku,27,EmptyBullets,BAML,3.955,True,4,0.95,
hardened-Haiku,27,EmptyBullets,Pydantic,3.255,True,4,0.9,
hardened-Haiku,27,TerseSAP,BAML,1.989,True,2,1.0,
hardened-Haiku,27,TerseSAP,Pydantic,2.445,True,2,1.0,
hardened-Haiku,28,NormalMatch,BAML,4.468,True,5,1.0,
hardened-Haiku,28,NormalMatch,Pydantic,3.308,True,4,1.0,
hardened-Haiku,28,EmptyBullets,BAML,4.422,True,4,0.95,
hardened-Haiku,28,EmptyBullets,Pydantic,3.167,True,4,0.9,
hardened-Haiku,28,TerseSAP,BAML,1.845,True,2,1.0,
hardened-Haiku,28,TerseSAP,Pydantic,1.614,True,2,1.0,
hardened-Haiku,29,NormalMatch,BAML,3.71,True,5,1.0,
hardened-Haiku,29,NormalMatch,Pydantic,3.021,True,4,1.0,
hardened-Haiku,29,EmptyBullets,BAML,2.869,True,4,0.9,
hardened-Haiku,29,EmptyBullets,Pydantic,3.223,True,4,0.9,
hardened-Haiku,29,TerseSAP,BAML,1.912,True,2,1.0,
hardened-Haiku,29,TerseSAP,Pydantic,2.034,True,2,1.0,
hardened-Haiku,30,NormalMatch,BAML,3.922,True,5,1.0,
hardened-Haiku,30,NormalMatch,Pydantic,2.817,True,4,1.0,
hardened-Haiku,30,EmptyBullets,BAML,2.642,True,4,0.95,
hardened-Haiku,30,EmptyBullets,Pydantic,2.663,True,4,0.9,
hardened-Haiku,30,TerseSAP,BAML,2.003,True,2,1.0,
hardened-Haiku,30,TerseSAP,Pydantic,1.855,True,2,1.0,
hardened-Haiku,31,NormalMatch,BAML,5.223,True,5,1.0,
hardened-Haiku,31,NormalMatch,Pydantic,3.658,True,4,1.0,
hardened-Haiku,31,EmptyBullets,BAML,2.798,True,4,0.9,
hardened-Haiku,31,EmptyBullets,Pydantic,3.159,True,4,0.9,
hardened-Haiku,31,TerseSAP,BAML,2.037,True,2,1.0,
hardened-Haiku,31,TerseSAP,Pydantic,1.837,True,2,1.0,
hardened-Haiku,32,NormalMatch,BAML,3.554,True,5,1.0,
hardened-Haiku,32,NormalMatch,Pydantic,3.166,True,4,1.0,
hardened-Haiku,32,EmptyBullets,BAML,3.847,True,4,0.9,
hardened-Haiku,32,EmptyBullets,Pydantic,3.06,True,4,0.9,
hardened-Haiku,32,TerseSAP,BAML,2.041,True,2,1.0,
hardened-Haiku,32,TerseSAP,Pydantic,1.801,True,2,1.0,
hardened-Haiku,33,NormalMatch,BAML,3.568,True,5,1.0,
hardened-Haiku,33,NormalMatch,Pydantic,2.876,True,4,1.0,
hardened-Haiku,33,EmptyBullets,BAML,3.111,True,4,0.95,
hardened-Haiku,33,EmptyBullets,Pydantic,2.989,True,4,0.9,
hardened-Haiku,33,TerseSAP,BAML,1.786,True,2,1.0,
hardened-Haiku,33,TerseSAP,Pydantic,1.954,True,2,1.0,
hardened-Haiku,34,NormalMatch,BAML,3.172,True,4,1.0,
hardened-Haiku,34,NormalMatch,Pydantic,4.07,True,4,1.0,
hardened-Haiku,34,EmptyBullets,BAML,3.213,True,4,0.9,
hardened-Haiku,34,EmptyBullets,Pydantic,3.325,True,4,0.9,
hardened-Haiku,34,TerseSAP,BAML,2.029,True,2,1.0,
hardened-Haiku,34,TerseSAP,Pydantic,1.5,True,2,1.0,
hardened-Haiku,35,NormalMatch,BAML,4.499,True,5,1.0,
hardened-Haiku,35,NormalMatch,Pydantic,2.775,True,4,1.0,
hardened-Haiku,35,EmptyBullets,BAML,2.798,True,4,0.9,
hardened-Haiku,35,EmptyBullets,Pydantic,3.256,True,4,0.9,
hardened-Haiku,35,TerseSAP,BAML,3.068,True,2,1.0,
hardened-Haiku,35,TerseSAP,Pydantic,2.054,True,2,1.0,
hardened-Haiku,36,NormalMatch,BAML,3.519,True,5,1.0,
hardened-Haiku,36,NormalMatch,Pydantic,3.306,True,4,1.0,
hardened-Haiku,36,EmptyBullets,BAML,3.69,True,4,0.9,
hardened-Haiku,36,EmptyBullets,Pydantic,2.531,True,4,0.9,
hardened-Haiku,36,TerseSAP,BAML,2.097,True,2,1.0,
hardened-Haiku,36,TerseSAP,Pydantic,1.905,True,2,1.0,
hardened-Haiku,37,NormalMatch,BAML,4.061,True,5,1.0,
hardened-Haiku,37,NormalMatch,Pydantic,2.867,True,4,1.0,
hardened-Haiku,37,EmptyBullets,BAML,3.258,True,4,0.9,
hardened-Haiku,37,EmptyBullets,Pydantic,3.028,True,4,0.9,
hardened-Haiku,37,TerseSAP,BAML,1.854,True,2,1.0,
hardened-Haiku,37,TerseSAP,Pydantic,1.828,True,2,1.0,
hardened-Haiku,38,NormalMatch,BAML,4.402,True,5,1.0,
hardened-Haiku,38,NormalMatch,Pydantic,3.207,True,4,1.0,
hardened-Haiku,38,EmptyBullets,BAML,3.432,True,4,0.9,
hardened-Haiku,38,EmptyBullets,Pydantic,2.887,True,4,0.9,
hardened-Haiku,38,TerseSAP,BAML,2.046,True,2,1.0,
hardened-Haiku,38,TerseSAP,Pydantic,2.097,True,2,1.0,
hardened-Haiku,39,NormalMatch,BAML,4.513,True,4,1.0,
hardened-Haiku,39,NormalMatch,Pydantic,5.215,True,4,1.0,
hardened-Haiku,39,EmptyBullets,BAML,3.439,True,4,0.9,
hardened-Haiku,39,EmptyBullets,Pydantic,3.036,True,4,0.9,
hardened-Haiku,39,TerseSAP,BAML,1.919,True,2,1.0,
hardened-Haiku,39,TerseSAP,Pydantic,2.106,True,2,1.0,
hardened-Haiku,40,NormalMatch,BAML,4.043,True,5,1.0,
hardened-Haiku,40,NormalMatch,Pydantic,3.736,True,4,1.0,
hardened-Haiku,40,EmptyBullets,BAML,2.908,True,4,0.9,
hardened-Haiku,40,EmptyBullets,Pydantic,2.856,True,4,0.85,
hardened-Haiku,40,TerseSAP,BAML,1.513,True,2,1.0,
hardened-Haiku,40,TerseSAP,Pydantic,1.491,True,2,1.0,
hardened-Haiku,41,NormalMatch,BAML,3.773,True,5,1.0,
hardened-Haiku,41,NormalMatch,Pydantic,3.434,True,4,1.0,
hardened-Haiku,41,EmptyBullets,BAML,3.457,True,4,0.9,
hardened-Haiku,41,EmptyBullets,Pydantic,3.5,True,4,0.95,
hardened-Haiku,41,TerseSAP,BAML,1.984,True,2,1.0,
hardened-Haiku,41,TerseSAP,Pydantic,1.81,True,2,1.0,
hardened-Haiku,42,NormalMatch,BAML,3.899,True,4,1.0,
hardened-Haiku,42,NormalMatch,Pydantic,3.038,True,4,1.0,
hardened-Haiku,42,EmptyBullets,BAML,3.851,True,4,0.9,
hardened-Haiku,42,EmptyBullets,Pydantic,3.329,True,4,0.95,
hardened-Haiku,42,TerseSAP,BAML,1.803,True,2,1.0,
hardened-Haiku,42,TerseSAP,Pydantic,2.058,True,2,1.0,
hardened-Haiku,43,NormalMatch,BAML,3.215,True,4,1.0,
hardened-Haiku,43,NormalMatch,Pydantic,3.172,True,4,1.0,
hardened-Haiku,43,EmptyBullets,BAML,3.507,True,4,0.9,
hardened-Haiku,43,EmptyBullets,Pydantic,3.3,True,4,0.9,
hardened-Haiku,43,TerseSAP,BAML,1.978,True,2,1.0,
hardened-Haiku,43,TerseSAP,Pydantic,2.126,True,2,1.0,
hardened-Haiku,44,NormalMatch,BAML,3.837,True,5,1.0,
hardened-Haiku,44,NormalMatch,Pydantic,2.911,True,4,1.0,
hardened-Haiku,44,EmptyBullets,BAML,2.868,True,4,0.9,
hardened-Haiku,44,EmptyBullets,Pydantic,3.0,True,4,0.9,
hardened-Haiku,44,TerseSAP,BAML,2.097,True,2,1.0,
hardened-Haiku,44,TerseSAP,Pydantic,1.935,True,2,1.0,
hardened-Haiku,45,NormalMatch,BAML,3.328,True,5,1.0,
hardened-Haiku,45,NormalMatch,Pydantic,3.355,True,4,1.0,
hardened-Haiku,45,EmptyBullets,BAML,3.452,True,4,0.9,
hardened-Haiku,45,EmptyBullets,Pydantic,3.296,True,4,0.95,
hardened-Haiku,45,TerseSAP,BAML,3.608,True,2,1.0,
hardened-Haiku,45,TerseSAP,Pydantic,1.558,True,2,1.0,
hardened-Haiku,46,NormalMatch,BAML,3.274,True,4,1.0,
hardened-Haiku,46,NormalMatch,Pydantic,3.639,True,4,1.0,
hardened-Haiku,46,EmptyBullets,BAML,3.461,True,4,0.95,
hardened-Haiku,46,EmptyBullets,Pydantic,3.276,True,4,0.9,
hardened-Haiku,46,TerseSAP,BAML,1.749,True,2,1.0,
hardened-Haiku,46,TerseSAP,Pydantic,1.717,True,2,1.0,
hardened-Haiku,47,NormalMatch,BAML,2.536,True,4,1.0,
hardened-Haiku,47,NormalMatch,Pydantic,2.777,True,4,1.0,
hardened-Haiku,47,EmptyBullets,BAML,2.811,True,4,0.9,
hardened-Haiku,47,EmptyBullets,Pydantic,3.901,True,4,0.9,
hardened-Haiku,47,TerseSAP,BAML,2.019,True,2,1.0,
hardened-Haiku,47,TerseSAP,Pydantic,2.151,True,2,1.0,
hardened-Haiku,48,NormalMatch,BAML,4.029,True,5,1.0,
hardened-Haiku,48,NormalMatch,Pydantic,3.179,True,4,1.0,
hardened-Haiku,48,EmptyBullets,BAML,3.21,True,4,0.95,
hardened-Haiku,48,EmptyBullets,Pydantic,2.559,True,4,0.9,
hardened-Haiku,48,TerseSAP,BAML,1.956,True,2,1.0,
hardened-Haiku,48,TerseSAP,Pydantic,1.623,True,2,1.0,
hardened-Haiku,49,NormalMatch,BAML,3.768,True,5,1.0,
hardened-Haiku,49,NormalMatch,Pydantic,3.652,True,4,1.0,
hardened-Haiku,49,EmptyBullets,BAML,2.917,True,4,0.9,
hardened-Haiku,49,EmptyBullets,Pydantic,2.989,True,4,0.9,
hardened-Haiku,49,TerseSAP,BAML,2.159,True,2,1.0,
hardened-Haiku,49,TerseSAP,Pydantic,1.817,True,2,1.0,
hardened-Haiku,50,NormalMatch,BAML,3.651,True,4,1.0,
hardened-Haiku,50,NormalMatch,Pydantic,3.477,True,4,1.0,
hardened-Haiku,50,EmptyBullets,BAML,4.819,True,4,0.95,
hardened-Haiku,50,EmptyBullets,Pydantic,2.912,True,4,0.9,
hardened-Haiku,50,TerseSAP,BAML,4.614,True,2,1.0,
hardened-Haiku,50,TerseSAP,Pydantic,1.433,True,2,1.0,
hardened-Haiku,51,NormalMatch,BAML,3.08,True,4,1.0,
hardened-Haiku,51,NormalMatch,Pydantic,3.34,True,4,1.0,
hardened-Haiku,51,EmptyBullets,BAML,3.894,True,4,0.9,
hardened-Haiku,51,EmptyBullets,Pydantic,3.099,True,4,0.9,
hardened-Haiku,51,TerseSAP,BAML,2.631,True,2,1.0,
hardened-Haiku,51,TerseSAP,Pydantic,2.121,True,2,1.0,
hardened-Haiku,52,NormalMatch,BAML,4.585,True,5,1.0,
hardened-Haiku,52,NormalMatch,Pydantic,2.91,True,4,1.0,
hardened-Haiku,52,EmptyBullets,BAML,4.303,True,4,0.9,
hardened-Haiku,52,EmptyBullets,Pydantic,3.336,True,4,0.9,
hardened-Haiku,52,TerseSAP,BAML,2.135,True,2,1.0,
hardened-Haiku,52,TerseSAP,Pydantic,2.671,True,2,1.0,
hardened-Haiku,53,NormalMatch,BAML,6.565,True,5,1.0,
hardened-Haiku,53,NormalMatch,Pydantic,3.337,True,4,1.0,
hardened-Haiku,53,EmptyBullets,BAML,3.663,True,4,0.9,
hardened-Haiku,53,EmptyBullets,Pydantic,2.67,True,4,0.9,
hardened-Haiku,53,TerseSAP,BAML,1.688,True,2,1.0,
hardened-Haiku,53,TerseSAP,Pydantic,2.212,True,2,1.0,
hardened-Haiku,54,NormalMatch,BAML,3.158,True,4,1.0,
hardened-Haiku,54,NormalMatch,Pydantic,2.656,True,4,1.0,
hardened-Haiku,54,EmptyBullets,BAML,2.905,True,4,0.9,
hardened-Haiku,54,EmptyBullets,Pydantic,3.454,True,4,0.9,
hardened-Haiku,54,TerseSAP,BAML,1.804,True,2,1.0,
hardened-Haiku,54,TerseSAP,Pydantic,1.724,True,2,1.0,
hardened-Haiku,55,NormalMatch,BAML,4.861,True,5,1.0,
hardened-Haiku,55,NormalMatch,Pydantic,5.239,True,4,1.0,
hardened-Haiku,55,EmptyBullets,BAML,3.286,True,4,0.95,
hardened-Haiku,55,EmptyBullets,Pydantic,3.078,True,4,0.9,
hardened-Haiku,55,TerseSAP,BAML,1.853,True,2,1.0,
hardened-Haiku,55,TerseSAP,Pydantic,1.557,True,2,1.0,
hardened-Haiku,56,NormalMatch,BAML,3.521,True,5,1.0,
hardened-Haiku,56,NormalMatch,Pydantic,3.033,True,4,1.0,
hardened-Haiku,56,EmptyBullets,BAML,3.308,True,4,0.9,
hardened-Haiku,56,EmptyBullets,Pydantic,3.537,True,4,0.95,
hardened-Haiku,56,TerseSAP,BAML,1.758,True,2,1.0,
hardened-Haiku,56,TerseSAP,Pydantic,1.634,True,2,1.0,
hardened-Haiku,57,NormalMatch,BAML,4.023,True,5,1.0,
hardened-Haiku,57,NormalMatch,Pydantic,3.381,True,4,1.0,
hardened-Haiku,57,EmptyBullets,BAML,3.286,True,4,0.9,
hardened-Haiku,57,EmptyBullets,Pydantic,2.956,True,4,0.9,
hardened-Haiku,57,TerseSAP,BAML,1.937,True,2,1.0,
hardened-Haiku,57,TerseSAP,Pydantic,1.43,True,2,1.0,
hardened-Haiku,58,NormalMatch,BAML,4.136,True,5,1.0,
hardened-Haiku,58,NormalMatch,Pydantic,3.503,True,4,1.0,
hardened-Haiku,58,EmptyBullets,BAML,3.729,True,4,0.9,
hardened-Haiku,58,EmptyBullets,Pydantic,3.019,True,4,0.9,
hardened-Haiku,58,TerseSAP,BAML,1.992,True,2,1.0,
hardened-Haiku,58,TerseSAP,Pydantic,2.336,True,2,1.0,
hardened-Haiku,59,NormalMatch,BAML,3.973,True,4,1.0,
hardened-Haiku,59,NormalMatch,Pydantic,3.129,True,4,1.0,
hardened-Haiku,59,EmptyBullets,BAML,3.15,True,4,0.95,
hardened-Haiku,59,EmptyBullets,Pydantic,3.982,True,4,0.9,
hardened-Haiku,59,TerseSAP,BAML,2.31,True,2,1.0,
hardened-Haiku,59,TerseSAP,Pydantic,2.049,True,2,1.0,
hardened-Haiku,60,NormalMatch,BAML,2.966,True,4,1.0,
hardened-Haiku,60,NormalMatch,Pydantic,3.86,True,4,1.0,
hardened-Haiku,60,EmptyBullets,BAML,2.765,True,4,0.9,
hardened-Haiku,60,EmptyBullets,Pydantic,3.172,True,4,0.9,
hardened-Haiku,60,TerseSAP,BAML,1.892,True,2,1.0,
hardened-Haiku,60,TerseSAP,Pydantic,1.776,True,2,1.0,
hardened-Haiku,61,NormalMatch,BAML,4.108,True,5,1.0,
hardened-Haiku,61,NormalMatch,Pydantic,2.902,True,4,1.0,
hardened-Haiku,61,EmptyBullets,BAML,3.045,True,4,0.9,
hardened-Haiku,61,EmptyBullets,Pydantic,3.378,True,4,0.9,
hardened-Haiku,61,TerseSAP,BAML,2.135,True,2,1.0,
hardened-Haiku,61,TerseSAP,Pydantic,1.994,True,2,1.0,
hardened-Haiku,62,NormalMatch,BAML,3.442,True,4,1.0,
hardened-Haiku,62,NormalMatch,Pydantic,3.068,True,4,1.0,
hardened-Haiku,62,EmptyBullets,BAML,3.276,True,4,0.9,
hardened-Haiku,62,EmptyBullets,Pydantic,3.371,True,4,0.9,
hardened-Haiku,62,TerseSAP,BAML,1.669,True,2,1.0,
hardened-Haiku,62,TerseSAP,Pydantic,2.126,True,2,1.0,
hardened-Haiku,63,NormalMatch,BAML,3.165,True,4,1.0,
hardened-Haiku,63,NormalMatch,Pydantic,3.194,True,4,1.0,
hardened-Haiku,63,EmptyBullets,BAML,3.736,True,4,0.9,
hardened-Haiku,63,EmptyBullets,Pydantic,2.578,True,4,0.9,
hardened-Haiku,63,TerseSAP,BAML,3.187,True,2,1.0,
hardened-Haiku,63,TerseSAP,Pydantic,1.873,True,2,1.0,
hardened-Haiku,64,NormalMatch,BAML,2.654,True,4,1.0,
hardened-Haiku,64,NormalMatch,Pydantic,3.257,True,4,1.0,
hardened-Haiku,64,EmptyBullets,BAML,3.387,True,4,0.9,
hardened-Haiku,64,EmptyBullets,Pydantic,3.067,True,4,0.9,
hardened-Haiku,64,TerseSAP,BAML,2.014,True,2,1.0,
hardened-Haiku,64,TerseSAP,Pydantic,1.72,True,2,1.0,
hardened-Haiku,65,NormalMatch,BAML,3.263,True,4,1.0,
hardened-Haiku,65,NormalMatch,Pydantic,2.907,True,4,1.0,
hardened-Haiku,65,EmptyBullets,BAML,3.093,True,4,0.9,
hardened-Haiku,65,EmptyBullets,Pydantic,3.442,True,4,0.9,
hardened-Haiku,65,TerseSAP,BAML,2.006,True,2,1.0,
hardened-Haiku,65,TerseSAP,Pydantic,1.907,True,2,1.0,
hardened-Haiku,66,NormalMatch,BAML,3.917,True,5,1.0,
hardened-Haiku,66,NormalMatch,Pydantic,3.533,True,4,1.0,
hardened-Haiku,66,EmptyBullets,BAML,4.535,True,4,0.9,
hardened-Haiku,66,EmptyBullets,Pydantic,3.806,True,4,0.9,
hardened-Haiku,66,TerseSAP,BAML,1.699,True,2,1.0,
hardened-Haiku,66,TerseSAP,Pydantic,1.826,True,2,1.0,
hardened-Haiku,67,NormalMatch,BAML,3.336,True,4,1.0,
hardened-Haiku,67,NormalMatch,Pydantic,3.675,True,4,1.0,
hardened-Haiku,67,EmptyBullets,BAML,3.675,True,4,0.9,
hardened-Haiku,67,EmptyBullets,Pydantic,3.135,True,4,0.825,
hardened-Haiku,67,TerseSAP,BAML,1.977,True,2,1.0,
hardened-Haiku,67,TerseSAP,Pydantic,2.151,True,2,1.0,
hardened-Haiku,68,NormalMatch,BAML,4.05,True,5,1.0,
hardened-Haiku,68,NormalMatch,Pydantic,4.179,True,4,1.0,
hardened-Haiku,68,EmptyBullets,BAML,3.102,True,4,0.9,
hardened-Haiku,68,EmptyBullets,Pydantic,3.016,True,4,0.95,
hardened-Haiku,68,TerseSAP,BAML,2.143,True,2,1.0,
hardened-Haiku,68,TerseSAP,Pydantic,2.158,True,2,1.0,
hardened-Haiku,69,NormalMatch,BAML,4.873,True,5,1.0,
hardened-Haiku,69,NormalMatch,Pydantic,2.733,True,4,1.0,
hardened-Haiku,69,EmptyBullets,BAML,2.923,True,4,0.9,
hardened-Haiku,69,EmptyBullets,Pydantic,2.912,True,4,0.9,
hardened-Haiku,69,TerseSAP,BAML,2.291,True,2,1.0,
hardened-Haiku,69,TerseSAP,Pydantic,2.306,True,2,1.0,
hardened-Haiku,70,NormalMatch,BAML,4.275,True,5,1.0,
hardened-Haiku,70,NormalMatch,Pydantic,3.738,True,4,1.0,
hardened-Haiku,70,EmptyBullets,BAML,3.699,True,4,0.9,
hardened-Haiku,70,EmptyBullets,Pydantic,2.737,True,4,0.95,
hardened-Haiku,70,TerseSAP,BAML,1.93,True,2,1.0,
hardened-Haiku,70,TerseSAP,Pydantic,1.9,True,2,1.0,
hardened-Haiku,71,NormalMatch,BAML,4.422,True,5,1.0,
hardened-Haiku,71,NormalMatch,Pydantic,2.566,True,4,1.0,
hardened-Haiku,71,EmptyBullets,BAML,3.699,True,4,0.9,
hardened-Haiku,71,EmptyBullets,Pydantic,2.42,True,4,0.9,
hardened-Haiku,71,TerseSAP,BAML,2.578,True,2,1.0,
hardened-Haiku,71,TerseSAP,Pydantic,1.462,True,2,1.0,
hardened-Haiku,72,NormalMatch,BAML,2.788,True,4,1.0,
hardened-Haiku,72,NormalMatch,Pydantic,4.861,True,4,1.0,
hardened-Haiku,72,EmptyBullets,BAML,3.12,True,4,0.95,
hardened-Haiku,72,EmptyBullets,Pydantic,2.801,True,4,0.9,
hardened-Haiku,72,TerseSAP,BAML,2.37,True,2,1.0,
hardened-Haiku,72,TerseSAP,Pydantic,1.843,True,2,1.0,
hardened-Haiku,73,NormalMatch,BAML,3.161,True,5,1.0,
hardened-Haiku,73,NormalMatch,Pydantic,5.215,True,4,1.0,
hardened-Haiku,73,EmptyBullets,BAML,2.91,True,4,0.95,
hardened-Haiku,73,EmptyBullets,Pydantic,2.722,True,4,0.9,
hardened-Haiku,73,TerseSAP,BAML,2.17,True,2,1.0,
hardened-Haiku,73,TerseSAP,Pydantic,1.406,True,2,1.0,
hardened-Haiku,74,NormalMatch,BAML,7.0,True,4,1.0,
hardened-Haiku,74,NormalMatch,Pydantic,6.054,True,4,1.0,
hardened-Haiku,74,EmptyBullets,BAML,2.946,True,4,0.95,
hardened-Haiku,74,EmptyBullets,Pydantic,2.973,True,4,0.9,
hardened-Haiku,74,TerseSAP,BAML,2.009,True,2,1.0,
hardened-Haiku,74,TerseSAP,Pydantic,1.944,True,2,1.0,
hardened-Haiku,75,NormalMatch,BAML,4.159,True,5,1.0,
hardened-Haiku,75,NormalMatch,Pydantic,3.762,True,4,1.0,
hardened-Haiku,75,EmptyBullets,BAML,3.468,True,4,0.9,
hardened-Haiku,75,EmptyBullets,Pydantic,4.011,True,4,0.9,
hardened-Haiku,75,TerseSAP,BAML,2.341,True,2,1.0,
hardened-Haiku,75,TerseSAP,Pydantic,1.872,True,2,1.0,
hardened-Haiku,76,NormalMatch,BAML,4.48,True,5,1.0,
hardened-Haiku,76,NormalMatch,Pydantic,3.079,True,4,1.0,
hardened-Haiku,76,EmptyBullets,BAML,3.48,True,4,0.95,
hardened-Haiku,76,EmptyBullets,Pydantic,3.063,True,4,0.9,
hardened-Haiku,76,TerseSAP,BAML,2.077,True,2,1.0,
hardened-Haiku,76,TerseSAP,Pydantic,2.111,True,2,1.0,
hardened-Haiku,77,NormalMatch,BAML,5.321,True,4,1.0,
hardened-Haiku,77,NormalMatch,Pydantic,3.68,True,4,1.0,
hardened-Haiku,77,EmptyBullets,BAML,3.599,True,4,0.9,
hardened-Haiku,77,EmptyBullets,Pydantic,3.512,True,4,0.9,
hardened-Haiku,77,TerseSAP,BAML,2.08,True,2,1.0,
hardened-Haiku,77,TerseSAP,Pydantic,1.885,True,2,1.0,
hardened-Haiku,78,NormalMatch,BAML,3.35,True,4,1.0,
hardened-Haiku,78,NormalMatch,Pydantic,3.61,True,4,1.0,
hardened-Haiku,78,EmptyBullets,BAML,3.193,True,4,0.95,
hardened-Haiku,78,EmptyBullets,Pydantic,3.524,True,4,0.9,
hardened-Haiku,78,TerseSAP,BAML,1.782,True,2,1.0,
hardened-Haiku,78,TerseSAP,Pydantic,1.629,True,2,1.0,
hardened-Haiku,79,NormalMatch,BAML,4.633,True,5,1.0,
hardened-Haiku,79,NormalMatch,Pydantic,2.712,True,4,1.0,
hardened-Haiku,79,EmptyBullets,BAML,3.52,True,4,0.9,
hardened-Haiku,79,EmptyBullets,Pydantic,2.998,True,4,0.9,
hardened-Haiku,79,TerseSAP,BAML,2.218,True,2,1.0,
hardened-Haiku,79,TerseSAP,Pydantic,1.861,True,2,1.0,
hardened-Haiku,80,NormalMatch,BAML,3.246,True,4,1.0,
hardened-Haiku,80,NormalMatch,Pydantic,3.264,True,4,1.0,
hardened-Haiku,80,EmptyBullets,BAML,3.487,True,4,0.9,
hardened-Haiku,80,EmptyBullets,Pydantic,3.312,True,4,0.9,
hardened-Haiku,80,TerseSAP,BAML,2.268,True,2,1.0,
hardened-Haiku,80,TerseSAP,Pydantic,1.729,True,2,1.0,
hardened-Haiku,81,NormalMatch,BAML,5.525,True,5,1.0,
hardened-Haiku,81,NormalMatch,Pydantic,5.204,True,4,1.0,
hardened-Haiku,81,EmptyBullets,BAML,2.751,True,4,0.9,
hardened-Haiku,81,EmptyBullets,Pydantic,3.02,True,4,0.9,
hardened-Haiku,81,TerseSAP,BAML,3.465,True,2,1.0,
hardened-Haiku,81,TerseSAP,Pydantic,2.812,True,2,1.0,
hardened-Haiku,82,NormalMatch,BAML,5.114,True,4,1.0,
hardened-Haiku,82,NormalMatch,Pydantic,4.297,True,4,1.0,
hardened-Haiku,82,EmptyBullets,BAML,4.036,True,4,0.9,
hardened-Haiku,82,EmptyBullets,Pydantic,3.506,True,4,0.9,
hardened-Haiku,82,TerseSAP,BAML,2.747,True,2,1.0,
hardened-Haiku,82,TerseSAP,Pydantic,1.676,True,2,1.0,
hardened-Haiku,83,NormalMatch,BAML,6.293,True,5,1.0,
hardened-Haiku,83,NormalMatch,Pydantic,4.882,True,4,1.0,
hardened-Haiku,83,EmptyBullets,BAML,3.285,True,4,0.9,
hardened-Haiku,83,EmptyBullets,Pydantic,7.518,True,4,0.9,
hardened-Haiku,83,TerseSAP,BAML,2.735,True,2,1.0,
hardened-Haiku,83,TerseSAP,Pydantic,1.844,True,2,1.0,
hardened-Haiku,84,NormalMatch,BAML,7.164,True,5,1.0,
hardened-Haiku,84,NormalMatch,Pydantic,5.496,True,4,1.0,
hardened-Haiku,84,EmptyBullets,BAML,5.253,True,4,0.9,
hardened-Haiku,84,EmptyBullets,Pydantic,4.476,True,4,0.9,
hardened-Haiku,84,TerseSAP,BAML,1.688,True,2,1.0,
hardened-Haiku,84,TerseSAP,Pydantic,2.006,True,2,1.0,
hardened-Haiku,85,NormalMatch,BAML,3.896,True,5,1.0,
hardened-Haiku,85,NormalMatch,Pydantic,4.456,True,4,1.0,
hardened-Haiku,85,EmptyBullets,BAML,3.25,True,4,0.9,
hardened-Haiku,85,EmptyBullets,Pydantic,4.195,True,4,0.825,
hardened-Haiku,85,TerseSAP,BAML,2.139,True,2,1.0,
hardened-Haiku,85,TerseSAP,Pydantic,1.585,True,2,1.0,
hardened-Haiku,86,NormalMatch,BAML,4.069,True,5,1.0,
hardened-Haiku,86,NormalMatch,Pydantic,2.974,True,4,1.0,
hardened-Haiku,86,EmptyBullets,BAML,4.114,True,4,0.9,
hardened-Haiku,86,EmptyBullets,Pydantic,3.409,True,4,0.9,
hardened-Haiku,86,TerseSAP,BAML,1.645,True,2,1.0,
hardened-Haiku,86,TerseSAP,Pydantic,2.401,True,2,1.0,
hardened-Haiku,87,NormalMatch,BAML,3.198,True,4,1.0,
hardened-Haiku,87,NormalMatch,Pydantic,3.613,True,4,1.0,
hardened-Haiku,87,EmptyBullets,BAML,6.677,True,4,0.9,
hardened-Haiku,87,EmptyBullets,Pydantic,3.309,True,4,0.95,
hardened-Haiku,87,TerseSAP,BAML,1.901,True,2,1.0,
hardened-Haiku,87,TerseSAP,Pydantic,1.955,True,2,1.0,
hardened-Haiku,88,NormalMatch,BAML,3.309,True,5,1.0,
hardened-Haiku,88,NormalMatch,Pydantic,2.836,True,4,1.0,
hardened-Haiku,88,EmptyBullets,BAML,2.966,True,4,0.95,
hardened-Haiku,88,EmptyBullets,Pydantic,2.661,True,4,0.9,
hardened-Haiku,88,TerseSAP,BAML,1.685,True,2,1.0,
hardened-Haiku,88,TerseSAP,Pydantic,1.814,True,2,1.0,
hardened-Haiku,89,NormalMatch,BAML,4.497,True,5,1.0,
hardened-Haiku,89,NormalMatch,Pydantic,3.432,True,4,1.0,
hardened-Haiku,89,EmptyBullets,BAML,3.28,True,4,0.9,
hardened-Haiku,89,EmptyBullets,Pydantic,3.828,True,4,0.9,
hardened-Haiku,89,TerseSAP,BAML,2.248,True,2,1.0,
hardened-Haiku,89,TerseSAP,Pydantic,2.169,True,2,1.0,
hardened-Haiku,90,NormalMatch,BAML,3.906,True,4,1.0,
hardened-Haiku,90,NormalMatch,Pydantic,3.824,True,4,1.0,
hardened-Haiku,90,EmptyBullets,BAML,2.718,True,4,0.9,
hardened-Haiku,90,EmptyBullets,Pydantic,3.098,True,4,0.9,
hardened-Haiku,90,TerseSAP,BAML,3.603,True,2,1.0,
hardened-Haiku,90,TerseSAP,Pydantic,2.226,True,2,1.0,
hardened-Haiku,91,NormalMatch,BAML,4.672,True,4,1.0,
hardened-Haiku,91,NormalMatch,Pydantic,3.7,True,4,1.0,
